State_Abbr,County_Name,QMB_Only,QMB_plus_Full,SLMB_only,SLMB_plus_Full,QDWI,QI,Other_full,Public_Total,Date,FIPS
AL,HALE,472,472,223,13,0,87,64,1331,2015-06-01,01065
AL,HALE,470,478,219,12,0,88,66,1333,2015-03-01,01065
AL,Henry,358,300,193,30,0,111,75,1067,2018-12-01,01067
AL,Henry,352,305,192,29,0,105,73,1056,2018-09-01,01067
AL,Henry,347,308,190,28,0,108,71,1052,2018-06-01,01067
AL,Henry,349,308,183,25,0,113,70,1048,2018-03-01,01067
AL,Henry,351,314,182,23,0,107,75,1052,2017-12-01,01067
AL,Henry,354,310,176,22,0,106,76,1044,2017-09-01,01067
AL,Henry,353,307,176,24,0,111,72,1043,2017-06-01,01067
AL,Henry,359,317,174,25,0,109,64,1048,2017-03-01,01067
AL,HENRY,332,288,180,21,0,116,68,1005,2016-12-01,01067
AL,HENRY,334,281,177,24,0,114,79,1009,2016-09-01,01067
AL,HENRY,330,280,172,25,0,113,69,989,2016-06-01,01067
AL,HENRY,332,283,173,25,0,120,62,995,2016-03-01,01067
AL,HENRY,317,292,179,29,0,124,65,1006,2015-12-01,01067
AL,HENRY,318,297,179,29,0,117,70,1010,2015-09-01,01067
AL,HENRY,316,300,176,29,0,112,66,999,2015-06-01,01067
AL,HENRY,309,307,173,27,0,111,67,994,2015-03-01,01067
AL,Houston,1745,1675,913,140,0,560,391,5424,2018-12-01,01069
AL,Houston,1741,1702,904,130,0,566,372,5415,2018-09-01,01069
AL,Houston,1732,1711,889,129,0,554,369,5384,2018-06-01,01069
AL,Houston,1726,1722,867,134,0,529,357,5335,2018-03-01,01069
AL,Houston,1723,1696,845,125,0,534,375,5298,2017-12-01,01069
AL,Houston,1707,1717,833,122,0,507,381,5267,2017-09-01,01069
AL,Houston,1686,1723,832,113,0,503,380,5237,2017-06-01,01069
AL,Houston,1680,1721,841,120,0,501,355,5218,2017-03-01,01069
AL,HOUSTON,1655,1897,876,143,0,463,415,5449,2016-12-01,01069
AL,HOUSTON,1643,1899,880,137,0,456,442,5457,2016-09-01,01069
AL,HOUSTON,1637,1914,880,136,0,461,427,5455,2016-06-01,01069
AL,HOUSTON,1626,1938,897,135,0,460,416,5472,2016-03-01,01069
AL,HOUSTON,1597,1910,891,126,0,452,407,5383,2015-12-01,01069
AL,HOUSTON,1583,1929,888,128,0,451,408,5387,2015-09-01,01069
AL,HOUSTON,1581,1914,862,124,0,439,425,5345,2015-06-01,01069
AL,HOUSTON,1568,1911,847,129,0,442,411,5308,2015-03-01,01069
AL,Jackson,923,649,496,57,0,285,157,2567,2018-12-01,01071
AL,Jackson,882,665,490,54,0,269,157,2517,2018-09-01,01071
AL,Jackson,929,659,511,49,0,266,161,2575,2018-06-01,01071
AL,Jackson,926,666,521,50,0,264,150,2577,2018-03-01,01071
AL,Jackson,910,662,514,49,0,255,160,2550,2017-12-01,01071
AL,Jackson,917,671,515,51,0,246,174,2574,2017-09-01,01071
AL,Jackson,924,679,511,58,0,252,171,2595,2017-06-01,01071
AL,Jackson,919,687,516,59,0,254,165,2600,2017-03-01,01071
AL,JACKSON,931,666,543,45,0,279,174,2638,2016-12-01,01071
AL,JACKSON,940,676,536,45,0,278,178,2653,2016-09-01,01071
AL,JACKSON,949,675,532,43,0,280,177,2656,2016-06-01,01071
AL,JACKSON,944,676,530,41,0,282,177,2650,2016-03-01,01071
AL,JACKSON,952,687,547,43,0,287,170,2686,2015-12-01,01071
AL,JACKSON,964,693,544,42,0,287,178,2708,2015-09-01,01071
AL,JACKSON,950,700,546,43,0,288,186,2713,2015-06-01,01071
AL,JACKSON,941,715,536,44,0,284,178,2698,2015-03-01,01071
AL,Jefferson,8898,8237,4381,473,0,2677,2250,26916,2018-12-01,01073
AL,Jefferson,8833,8247,4363,466,0,2651,2241,26801,2018-09-01,01073
AL,Jefferson,8824,8214,4320,469,0,2630,2237,26694,2018-06-01,01073
AL,Jefferson,8838,8251,4380,486,0,2612,2087,26654,2018-03-01,01073
AL,Jefferson,8848,8206,4351,485,0,2593,2140,26623,2017-12-01,01073
AL,Jefferson,8658,8249,4505,503,0,2594,2132,26641,2017-09-01,01073
AL,Jefferson,8589,8228,4487,484,0,2579,2142,26509,2017-06-01,01073
AL,Jefferson,8570,8282,4530,485,0,2557,2102,26526,2017-03-01,01073
AL,JEFFERSON,8955,8536,4791,509,0,2743,2274,27808,2016-12-01,01073
AL,JEFFERSON,8914,8613,4773,521,0,2720,2340,27881,2016-09-01,01073
AL,JEFFERSON,8865,8654,4741,524,0,2703,2325,27812,2016-06-01,01073
AL,JEFFERSON,8855,8694,4787,526,0,2697,2265,27824,2016-03-01,01073
AL,JEFFERSON,8851,8612,4836,507,0,2671,2307,27784,2015-12-01,01073
AL,JEFFERSON,8831,8776,4802,507,0,2630,2213,27759,2015-09-01,01073
AL,JEFFERSON,8807,8790,4815,492,0,2638,2187,27729,2015-06-01,01073
AL,JEFFERSON,8756,8787,4816,505,0,2603,2106,27573,2015-03-01,01073
AL,Lamar,281,305,166,17,0,104,58,931,2018-12-01,01075
AL,Lamar,275,309,161,17,0,104,62,928,2018-09-01,01075
AL,Lamar,286,313,155,19,0,105,67,945,2018-06-01,01075
AL,Lamar,291,311,154,24,0,105,61,946,2018-03-01,01075
AL,Lamar,306,310,151,22,0,104,62,955,2017-12-01,01075
AL,Lamar,300,323,152,23,0,105,60,963,2017-09-01,01075
AL,Lamar,297,316,155,23,0,100,63,954,2017-06-01,01075
AL,Lamar,290,316,165,23,0,98,64,956,2017-03-01,01075
AL,LAMAR,282,303,169,21,0,103,67,945,2016-12-01,01075
AL,LAMAR,281,304,176,20,0,106,65,952,2016-09-01,01075
AL,LAMAR,283,305,186,18,0,104,60,956,2016-06-01,01075
AL,LAMAR,286,303,187,19,0,105,63,963,2016-03-01,01075
AL,LAMAR,277,295,190,24,0,101,64,951,2015-12-01,01075
AL,LAMAR,276,302,187,24,0,96,66,951,2015-09-01,01075
AL,LAMAR,279,301,190,19,0,104,62,955,2015-06-01,01075
AL,LAMAR,283,302,184,23,0,106,56,954,2015-03-01,01075
AL,Lauderdale,1408,1102,732,90,0,433,287,4052,2018-12-01,01077
AL,Lauderdale,1411,1097,724,89,0,425,286,4032,2018-09-01,01077
AL,Lauderdale,1414,1120,718,94,0,419,290,4055,2018-06-01,01077
AL,Lauderdale,1430,1120,729,93,0,408,268,4048,2018-03-01,01077
AL,Lauderdale,1416,1116,734,93,0,396,278,4033,2017-12-01,01077
AL,Lauderdale,1388,1128,735,91,0,393,284,4019,2017-09-01,01077
AL,Lauderdale,1367,1115,748,86,0,393,287,3996,2017-06-01,01077
AL,Lauderdale,1344,1113,746,91,0,394,274,3962,2017-03-01,01077
AL,LAUDERDALE,1416,1308,780,101,0,418,338,4361,2016-12-01,01077
AL,LAUDERDALE,1401,1339,775,102,0,410,330,4357,2016-09-01,01077
AL,LAUDERDALE,1400,1347,782,108,0,411,323,4371,2016-06-01,01077
AL,LAUDERDALE,1403,1352,785,102,0,411,310,4363,2016-03-01,01077
AL,LAUDERDALE,1416,1349,775,96,0,400,285,4321,2015-12-01,01077
AL,LAUDERDALE,1412,1380,770,98,0,388,286,4334,2015-09-01,01077
AL,LAUDERDALE,1403,1392,778,97,0,376,293,4339,2015-06-01,01077
AL,LAUDERDALE,1401,1383,760,96,0,357,299,4296,2015-03-01,01077
AL,Lawrence,536,551,309,19,0,160,99,1674,2018-12-01,01079
AL,Lawrence,538,556,318,20,0,150,91,1673,2018-09-01,01079
AL,Lawrence,539,557,317,22,0,151,93,1679,2018-06-01,01079
AL,Lawrence,530,556,322,25,0,144,87,1664,2018-03-01,01079
AL,Lawrence,525,557,305,28,0,146,84,1645,2017-12-01,01079
AL,Lawrence,520,562,308,24,0,146,86,1646,2017-09-01,01079
AL,Lawrence,528,563,307,23,0,141,89,1651,2017-06-01,01079
AL,Lawrence,517,568,303,24,0,138,88,1638,2017-03-01,01079
AL,LAWRENCE,380,426,244,16,0,119,80,1265,2016-12-01,01079
AL,LAWRENCE,383,425,238,16,0,118,80,1260,2016-09-01,01079
AL,LAWRENCE,380,427,239,17,0,118,80,1261,2016-06-01,01079
AL,LAWRENCE,378,431,239,20,0,118,76,1262,2016-03-01,01079
AL,LAWRENCE,383,430,241,16,0,121,68,1259,2015-12-01,01079
AL,LAWRENCE,384,441,236,15,0,122,66,1264,2015-09-01,01079
AL,LAWRENCE,385,446,235,17,0,122,63,1268,2015-06-01,01079
AL,LAWRENCE,381,454,243,12,0,121,66,1277,2015-03-01,01079
AL,Lee,1213,1164,707,60,0,341,331,3816,2018-12-01,01081
AL,Lee,1204,1169,704,58,0,328,325,3788,2018-09-01,01081
AL,Lee,1204,1172,692,58,0,319,313,3758,2018-06-01,01081
AL,Lee,1187,1189,690,61,0,327,300,3754,2018-03-01,01081
AL,Lee,1199,1174,667,63,0,323,312,3738,2017-12-01,01081
AL,Lee,1163,1173,662,65,0,334,311,3708,2017-09-01,01081
AL,Lee,1161,1160,659,64,0,340,311,3695,2017-06-01,01081
AL,Lee,1168,1163,651,66,0,337,301,3686,2017-03-01,01081
AL,LEE,1126,1253,641,70,0,313,299,3702,2016-12-01,01081
AL,LEE,1142,1274,635,71,0,312,307,3741,2016-09-01,01081
AL,LEE,1126,1290,644,75,0,307,297,3739,2016-06-01,01081
AL,LEE,1124,1296,642,76,0,301,298,3737,2016-03-01,01081
AL,LEE,1133,1276,656,65,0,306,278,3714,2015-12-01,01081
AL,LEE,1106,1306,647,67,0,304,275,3705,2015-09-01,01081
AL,LEE,1095,1306,652,69,0,300,278,3700,2015-06-01,01081
AL,LEE,1096,1282,645,67,0,297,278,3665,2015-03-01,01081
AL,Limestone,981,801,484,42,0,272,168,2748,2018-12-01,01083
AL,Limestone,941,811,472,39,0,250,159,2672,2018-09-01,01083
AL,Limestone,986,806,485,38,0,257,185,2757,2018-06-01,01083
AL,Limestone,1004,821,490,42,0,249,157,2763,2018-03-01,01083
AL,Limestone,992,814,491,50,0,238,168,2753,2017-12-01,01083
AL,Limestone,979,835,490,46,0,245,168,2763,2017-09-01,01083
AL,Limestone,960,836,502,46,0,246,170,2760,2017-06-01,01083
AL,Limestone,955,850,509,45,0,256,171,2786,2017-03-01,01083
AL,LIMESTONE,880,734,467,42,0,243,155,2521,2016-12-01,01083
AL,LIMESTONE,876,743,462,44,0,241,169,2535,2016-09-01,01083
AL,LIMESTONE,877,746,459,43,0,238,161,2524,2016-06-01,01083
AL,LIMESTONE,881,756,468,41,0,243,150,2539,2016-03-01,01083
AL,LIMESTONE,875,755,479,41,0,232,151,2533,2015-12-01,01083
AL,LIMESTONE,874,764,474,36,0,238,154,2540,2015-09-01,01083
AL,LIMESTONE,853,781,473,34,0,231,166,2538,2015-06-01,01083
AL,LIMESTONE,846,792,463,34,0,227,150,2512,2015-03-01,01083
AL,Lowndes,386,356,167,12,0,95,68,1084,2018-12-01,01085
AL,Lowndes,378,357,166,12,0,91,67,1071,2018-09-01,01085
AL,Lowndes,386,358,166,14,0,86,63,1073,2018-06-01,01085
AL,Lowndes,390,368,164,11,0,84,64,1081,2018-03-01,01085
AL,Lowndes,391,374,161,13,0,86,65,1090,2017-12-01,01085
AL,Lowndes,397,374,161,14,0,88,65,1099,2017-09-01,01085
AL,Lowndes,389,376,155,14,0,88,66,1088,2017-06-01,01085
AL,Lowndes,389,372,148,15,0,86,65,1075,2017-03-01,01085
AL,LOWNDES,343,294,137,,0,65,51,890,2016-12-01,01085
AL,LOWNDES,340,299,142,,0,62,53,896,2016-09-01,01085
AL,LOWNDES,336,309,142,,0,63,49,899,2016-06-01,01085
AL,LOWNDES,337,306,149,,0,63,44,899,2016-03-01,01085
AL,LOWNDES,334,306,150,,0,61,43,894,2015-12-01,01085
AL,LOWNDES,337,309,144,,0,57,45,892,2015-09-01,01085
AL,LOWNDES,342,307,138,,0,51,44,882,2015-06-01,01085
AL,LOWNDES,340,307,133,,0,47,44,871,2015-03-01,01085
AL,Macon,412,443,191,15,0,82,94,1237,2018-12-01,01087
AL,Macon,415,448,186,13,0,78,82,1222,2018-09-01,01087
AL,Macon,405,444,182,11,0,81,80,1203,2018-06-01,01087
AL,Macon,404,445,179,15,0,77,78,1198,2018-03-01,01087
AL,Macon,412,453,182,15,0,75,88,1225,2017-12-01,01087
AL,Macon,404,457,180,13,0,77,90,1221,2017-09-01,01087
AL,Macon,399,450,178,12,0,78,84,1201,2017-06-01,01087
AL,Macon,385,456,181,11,0,79,81,1193,2017-03-01,01087
AL,MACON,426,487,222,17,0,97,103,1352,2016-12-01,01087
AL,MACON,424,492,222,16,0,101,104,1359,2016-09-01,01087
AL,MACON,421,496,220,14,0,103,98,1352,2016-06-01,01087
AL,MACON,407,502,219,11,0,100,95,1334,2016-03-01,01087
AL,MACON,399,493,224,11,0,93,86,1306,2015-12-01,01087
AL,MACON,407,492,215,11,0,96,86,1307,2015-09-01,01087
AL,MACON,404,492,215,,0,96,90,1297,2015-06-01,01087
AL,MACON,405,500,207,,0,93,91,1296,2015-03-01,01087
AL,Madison,2980,2527,1370,163,0,708,755,8503,2018-12-01,01089
AL,Madison,2844,2534,1325,160,0,667,748,8278,2018-09-01,01089
AL,Madison,2904,2572,1372,160,0,675,760,8443,2018-06-01,01089
AL,Madison,2893,2633,1378,166,0,660,704,8434,2018-03-01,01089
AL,Madison,2834,2556,1370,170,0,633,731,8294,2017-12-01,01089
AL,Madison,2817,2553,1380,166,0,626,748,8290,2017-09-01,01089
AL,Madison,2748,2592,1415,159,0,625,712,8251,2017-06-01,01089
AL,Madison,2722,2626,1424,155,0,620,708,8255,2017-03-01,01089
AL,MADISON,2851,2730,1456,158,0,644,734,8573,2016-12-01,01089
AL,MADISON,2824,2773,1450,157,0,644,761,8609,2016-09-01,01089
AL,MADISON,2811,2793,1441,157,0,649,719,8570,2016-06-01,01089
AL,MADISON,2782,2816,1434,168,0,653,713,8566,2016-03-01,01089
AL,MADISON,2748,2760,1431,165,0,624,681,8409,2015-12-01,01089
AL,MADISON,2696,2794,1402,154,0,608,710,8364,2015-09-01,01089
AL,MADISON,2673,2801,1406,157,0,601,715,8353,2015-06-01,01089
AL,MADISON,2640,2776,1393,155,0,610,687,8261,2015-03-01,01089
AL,Marengo,505,657,208,19,0,115,118,1622,2018-12-01,01091
AL,Marengo,488,668,204,21,0,109,116,1606,2018-09-01,01091
AL,Marengo,494,666,205,20,0,103,114,1602,2018-06-01,01091
AL,Marengo,492,657,208,21,0,100,111,1589,2018-03-01,01091
AL,Marengo,502,667,204,21,0,99,114,1607,2017-12-01,01091
AL,Marengo,503,666,202,20,0,98,114,1603,2017-09-01,01091
AL,Marengo,501,666,197,19,0,98,116,1597,2017-06-01,01091
AL,Marengo,483,662,196,20,0,96,119,1576,2017-03-01,01091
AL,MARENGO,421,560,184,16,0,78,102,1361,2016-12-01,01091
AL,MARENGO,413,559,181,15,0,81,105,1354,2016-09-01,01091
AL,MARENGO,406,563,176,15,0,78,102,1340,2016-06-01,01091
AL,MARENGO,411,554,181,15,0,78,96,1335,2016-03-01,01091
AL,MARENGO,403,553,180,17,0,76,101,1330,2015-12-01,01091
AL,MARENGO,400,563,179,14,0,77,104,1337,2015-09-01,01091
AL,MARENGO,402,551,171,15,0,76,97,1312,2015-06-01,01091
AL,MARENGO,397,541,168,14,0,73,98,1291,2015-03-01,01091
AL,Marion,581,435,316,22,0,179,102,1635,2018-12-01,01093
AL,Marion,584,444,312,26,0,178,90,1634,2018-09-01,01093
AL,Marion,574,447,317,27,0,181,98,1644,2018-06-01,01093
AL,Marion,571,455,313,30,0,179,94,1642,2018-03-01,01093
AL,Marion,575,454,311,32,0,179,99,1650,2017-12-01,01093
AL,Marion,573,462,321,34,0,172,92,1654,2017-09-01,01093
AL,Marion,567,470,325,31,0,169,94,1656,2017-06-01,01093
AL,Marion,562,479,322,31,0,168,98,1660,2017-03-01,01093
AL,MARION,537,440,284,37,0,154,127,1579,2016-12-01,01093
AL,MARION,529,455,289,38,0,158,124,1593,2016-09-01,01093
AL,MARION,534,465,289,40,0,163,118,1609,2016-06-01,01093
AL,MARION,520,478,283,39,0,162,111,1593,2016-03-01,01093
AL,MARION,514,458,285,41,0,160,121,1579,2015-12-01,01093
AL,MARION,513,465,287,41,0,157,115,1578,2015-09-01,01093
AL,MARION,519,470,293,41,0,154,118,1595,2015-06-01,01093
AL,MARION,515,483,290,43,0,161,105,1597,2015-03-01,01093
AL,Marshall,1438,1233,788,91,0,429,274,4253,2018-12-01,01095
AL,Marshall,1421,1240,763,85,0,411,275,4195,2018-09-01,01095
AL,Marshall,1436,1250,772,78,0,418,286,4240,2018-06-01,01095
AL,Marshall,1449,1268,797,81,0,418,269,4282,2018-03-01,01095
AL,Marshall,1470,1264,771,83,0,417,263,4268,2017-12-01,01095
AL,Marshall,1464,1280,771,83,0,417,266,4281,2017-09-01,01095
AL,Marshall,1451,1273,781,75,0,410,257,4247,2017-06-01,01095
AL,Marshall,1437,1280,790,68,0,413,254,4242,2017-03-01,01095
AL,MARSHALL,1502,1463,888,95,0,465,312,4725,2016-12-01,01095
AL,MARSHALL,1500,1492,878,95,0,458,296,4719,2016-09-01,01095
AL,MARSHALL,1478,1517,889,92,0,454,274,4704,2016-06-01,01095
AL,MARSHALL,1450,1552,890,95,0,466,273,4726,2016-03-01,01095
AL,MARSHALL,1478,1529,889,100,0,463,264,4723,2015-12-01,01095
AL,MARSHALL,1488,1550,873,97,0,452,256,4716,2015-09-01,01095
AL,MARSHALL,1482,1566,850,91,0,461,261,4711,2015-06-01,01095
AL,MARSHALL,1479,1551,842,90,0,461,263,4686,2015-03-01,01095
AL,Mobile,6405,5671,3052,349,0,1690,1448,18615,2018-12-01,01097
AL,Mobile,6290,5695,3014,335,0,1701,1448,18483,2018-09-01,01097
AL,Mobile,6309,5692,3000,326,0,1690,1462,18479,2018-06-01,01097
AL,Mobile,6248,5745,3020,332,,1707,1348,18400,2018-03-01,01097
AL,Mobile,6157,5731,2981,335,0,1696,1368,18268,2017-12-01,01097
AL,Mobile,6095,5718,2959,354,0,1644,1420,18190,2017-09-01,01097
AL,Mobile,5992,5718,2955,359,0,1636,1384,18044,2017-06-01,01097
AL,Mobile,5907,5772,2971,378,0,1619,1381,18028,2017-03-01,01097
AL,MOBILE,5932,5701,2990,360,0,1653,1479,18115,2016-12-01,01097
AL,MOBILE,5798,5745,2990,359,0,1630,1535,18057,2016-09-01,01097
AL,MOBILE,5712,5801,2979,356,,1646,1463,17957,2016-06-01,01097
AL,MOBILE,5632,5840,2972,359,,1640,1438,17881,2016-03-01,01097
AL,MOBILE,5660,5765,2974,355,,1611,1430,17795,2015-12-01,01097
AL,MOBILE,5619,5814,2940,355,,1578,1474,17780,2015-09-01,01097
AL,MOBILE,5611,5810,2926,354,0,1547,1494,17742,2015-06-01,01097
AL,MOBILE,5528,5825,2903,345,0,1533,1439,17573,2015-03-01,01097
AL,Monroe,449,445,209,43,0,99,98,1343,2018-12-01,01099
AL,Monroe,430,448,193,36,0,96,99,1302,2018-09-01,01099
AL,Monroe,429,451,199,35,0,97,101,1312,2018-06-01,01099
AL,Monroe,431,447,193,34,0,103,92,1300,2018-03-01,01099
AL,Monroe,427,443,190,35,0,97,87,1279,2017-12-01,01099
AL,Monroe,423,452,186,34,0,100,85,1280,2017-09-01,01099
AL,Monroe,422,449,184,36,0,101,83,1275,2017-06-01,01099
AL,Monroe,419,454,188,35,0,101,74,1271,2017-03-01,01099
AL,MONROE,383,381,189,32,0,94,89,1168,2016-12-01,01099
AL,MONROE,372,382,180,33,0,94,93,1154,2016-09-01,01099
AL,MONROE,367,385,176,33,0,89,88,1138,2016-06-01,01099
AL,MONROE,366,394,173,34,0,86,78,1131,2016-03-01,01099
AL,MONROE,359,392,174,35,0,89,80,1129,2015-12-01,01099
AL,MONROE,363,397,175,31,0,90,74,1130,2015-09-01,01099
AL,MONROE,365,394,179,29,0,88,81,1136,2015-06-01,01099
AL,MONROE,377,400,178,29,0,89,75,1148,2015-03-01,01099
AL,Montgomery,3620,3420,1549,144,,862,665,10260,2018-12-01,01101
AL,Montgomery,3578,3412,1529,139,,860,673,10191,2018-09-01,01101
AL,Montgomery,3550,3421,1512,141,,856,661,10141,2018-06-01,01101
AL,Montgomery,3565,3452,1512,140,0,833,599,10101,2018-03-01,01101
AL,Montgomery,3518,3426,1499,138,0,824,628,10033,2017-12-01,01101
AL,Montgomery,3456,3466,1491,142,0,819,632,10006,2017-09-01,01101
AL,Montgomery,3408,3439,1485,148,0,818,659,9957,2017-06-01,01101
AL,Montgomery,3347,3465,1519,144,0,804,632,9911,2017-03-01,01101
AL,MONTGOMERY,3461,3825,1630,192,0,839,750,10697,2016-12-01,01101
AL,MONTGOMERY,3428,3908,1611,193,0,820,710,10670,2016-09-01,01101
AL,MONTGOMERY,3383,3920,1586,183,0,803,716,10591,2016-06-01,01101
AL,MONTGOMERY,3366,3944,1590,184,0,790,680,10554,2016-03-01,01101
AL,MONTGOMERY,3313,3916,1595,180,0,789,682,10475,2015-12-01,01101
AL,MONTGOMERY,3285,3975,1583,184,0,773,683,10483,2015-09-01,01101
AL,MONTGOMERY,3252,3992,1578,187,0,768,684,10461,2015-06-01,01101
AL,MONTGOMERY,3215,3970,1576,178,0,762,665,10366,2015-03-01,01101
AL,Morgan,1396,1405,672,105,0,418,382,4378,2018-12-01,01103
AL,Morgan,1407,1403,665,96,0,418,376,4365,2018-09-01,01103
AL,Morgan,1421,1405,647,98,0,420,383,4374,2018-06-01,01103
AL,Morgan,1417,1433,641,100,0,412,347,4350,2018-03-01,01103
AL,Morgan,1380,1464,624,103,0,417,336,4324,2017-12-01,01103
AL,Morgan,1374,1458,617,107,0,400,348,4304,2017-09-01,01103
AL,Morgan,1368,1460,617,107,0,409,343,4304,2017-06-01,01103
AL,Morgan,1323,1472,655,110,0,413,336,4309,2017-03-01,01103
AL,MORGAN,1472,1641,740,122,0,427,385,4787,2016-12-01,01103
AL,MORGAN,1462,1658,731,123,0,434,384,4792,2016-09-01,01103
AL,MORGAN,1460,1674,729,120,0,431,360,4774,2016-06-01,01103
AL,MORGAN,1450,1688,750,116,0,428,356,4788,2016-03-01,01103
AL,MORGAN,1463,1663,748,104,0,414,346,4738,2015-12-01,01103
AL,MORGAN,1453,1697,743,104,0,412,342,4751,2015-09-01,01103
AL,MORGAN,1445,1679,745,110,0,415,334,4728,2015-06-01,01103
AL,MORGAN,1452,1683,745,111,0,405,332,4728,2015-03-01,01103
AL,Perry,354,430,147,19,0,67,68,1085,2018-12-01,01105
AL,Perry,356,431,144,15,0,59,68,1073,2018-09-01,01105
AL,Perry,354,425,138,12,0,60,71,1060,2018-06-01,01105
AL,Perry,357,417,135,12,0,58,62,1041,2018-03-01,01105
AL,Perry,360,416,136,12,0,56,64,1044,2017-12-01,01105
AL,Perry,358,414,133,12,0,54,65,1036,2017-09-01,01105
AL,Perry,354,415,131,12,0,54,66,1032,2017-06-01,01105
AL,Perry,342,417,133,14,0,55,67,1028,2017-03-01,01105
AL,PERRY,317,381,139,15,0,45,60,957,2016-12-01,01105
AL,PERRY,319,377,140,14,0,46,67,963,2016-09-01,01105
AL,PERRY,321,381,140,11,0,48,59,960,2016-06-01,01105
AL,PERRY,319,389,138,11,0,49,63,969,2016-03-01,01105
AL,PERRY,307,372,140,12,0,44,71,946,2015-12-01,01105
AL,PERRY,299,383,134,12,0,46,63,937,2015-09-01,01105
AL,PERRY,308,381,126,13,0,46,64,938,2015-06-01,01105
AL,PERRY,308,382,120,14,0,46,56,926,2015-03-01,01105
AL,Pickens,386,529,199,25,0,90,111,1340,2018-12-01,01107
AL,Pickens,382,533,199,26,0,89,108,1337,2018-09-01,01107
AL,Pickens,386,538,197,24,0,81,106,1332,2018-06-01,01107
AL,Pickens,389,541,192,24,0,79,101,1326,2018-03-01,01107
AL,Pickens,389,558,188,25,0,81,104,1345,2017-12-01,01107
AL,Pickens,387,557,189,26,0,80,107,1346,2017-09-01,01107
AL,Pickens,389,558,190,22,0,81,112,1352,2017-06-01,01107
AL,Pickens,374,558,202,22,0,83,116,1355,2017-03-01,01107
AL,PICKENS,372,508,204,14,0,81,97,1276,2016-12-01,01107
AL,PICKENS,372,509,201,17,0,84,100,1283,2016-09-01,01107
AL,PICKENS,381,514,192,16,0,86,99,1288,2016-06-01,01107
AL,PICKENS,375,514,197,17,0,83,102,1288,2016-03-01,01107
AL,PICKENS,366,515,200,18,0,84,98,1281,2015-12-01,01107
AL,PICKENS,374,515,197,18,0,81,94,1279,2015-09-01,01107
AL,PICKENS,364,516,200,18,0,78,94,1270,2015-06-01,01107
AL,PICKENS,366,511,194,17,0,79,94,1261,2015-03-01,01107
AL,Pike,585,600,255,33,0,139,129,1741,2018-12-01,01109
AL,Pike,584,608,252,30,0,133,128,1735,2018-09-01,01109
AL,Pike,590,593,244,29,0,128,123,1707,2018-06-01,01109
AL,Pike,601,591,245,29,0,123,118,1707,2018-03-01,01109
AL,Pike,604,600,234,30,0,130,127,1725,2017-12-01,01109
AL,Pike,595,600,229,32,0,124,127,1707,2017-09-01,01109
AL,Pike,594,607,223,30,0,119,129,1702,2017-06-01,01109
AL,Pike,591,611,218,29,0,121,112,1682,2017-03-01,01109
AL,PIKE,590,576,237,19,0,130,87,1639,2016-12-01,01109
AL,PIKE,578,580,231,19,0,125,87,1620,2016-09-01,01109
AL,PIKE,579,590,231,18,0,125,87,1630,2016-06-01,01109
AL,PIKE,577,592,231,18,0,127,80,1625,2016-03-01,01109
AL,PIKE,557,582,248,22,0,126,83,1618,2015-12-01,01109
AL,PIKE,555,592,245,18,0,123,75,1608,2015-09-01,01109
AL,PIKE,550,587,243,18,0,117,75,1590,2015-06-01,01109
AL,PIKE,553,588,240,17,0,119,76,1593,2015-03-01,01109
AL,Randolph,417,327,239,32,0,125,108,1248,2018-12-01,01111
AL,Randolph,410,336,233,30,0,125,97,1231,2018-09-01,01111
AL,Randolph,412,331,237,32,0,129,94,1235,2018-06-01,01111
AL,Randolph,396,330,233,32,0,128,85,1204,2018-03-01,01111
AL,Randolph,387,337,236,33,0,125,83,1201,2017-12-01,01111
AL,Randolph,390,334,240,35,0,127,94,1220,2017-09-01,01111
AL,Randolph,398,334,242,35,0,124,94,1227,2017-06-01,01111
AL,Randolph,398,334,243,38,0,126,91,1230,2017-03-01,01111
AL,RANDOLPH,380,276,233,17,0,127,52,1085,2016-12-01,01111
AL,RANDOLPH,375,277,236,17,0,126,52,1083,2016-09-01,01111
AL,RANDOLPH,377,283,236,16,0,119,52,1083,2016-06-01,01111
AL,RANDOLPH,375,283,240,16,0,119,54,1087,2016-03-01,01111
AL,RANDOLPH,384,286,246,17,0,126,55,1114,2015-12-01,01111
AL,RANDOLPH,385,294,243,17,0,125,60,1124,2015-09-01,01111
AL,RANDOLPH,386,292,251,18,0,121,58,1126,2015-06-01,01111
AL,RANDOLPH,389,323,247,31,0,115,79,1184,2015-03-01,01111
AL,Russell,828,704,455,39,0,236,216,2478,2018-12-01,01113
AL,Russell,819,704,450,42,0,231,223,2469,2018-09-01,01113
AL,Russell,813,696,445,41,0,238,224,2457,2018-06-01,01113
AL,Russell,802,701,446,41,0,241,216,2447,2018-03-01,01113
AL,Russell,766,714,439,41,0,236,220,2416,2017-12-01,01113
AL,Russell,749,720,440,43,0,241,211,2404,2017-09-01,01113
AL,Russell,744,713,437,38,0,244,215,2391,2017-06-01,01113
AL,Russell,739,706,445,38,0,247,202,2377,2017-03-01,01113
AL,RUSSELL,794,706,484,37,0,266,209,2496,2016-12-01,01113
AL,RUSSELL,793,698,480,40,0,268,223,2502,2016-09-01,01113
AL,RUSSELL,768,697,488,40,0,263,228,2484,2016-06-01,01113
